creative_id,ad_id,product_id,product_category,advertiser_id,industry
1199047,1049666,1810,2,21125,319
1365086,1192703,\N,18,42034,36
1463437,1274799,\N,5,30264,297
1482071,1290222,\N,18,46018,47
1574291,1366802,\N,18,14,25
1598428,1386708,\N,18,42034,36
1704781,1476531,\N,18,29097,36
2136477,1845108,\N,5,11882,297
2382599,2054085,\N,5,14056,297
2417766,2083547,\N,5,34712,218
2532382,2180855,1810,2,49754,319
2545435,2191906,\N,18,29098,36
2602674,2240602,\N,5,12509,116
2760295,2373729,26858,3,50540,60
3088372,2656389,\N,5,15515,73
3198858,2752152,\N,18,19498,247
3534396,3043980,\N,18,14682,6
7823,9303,164,2,15146,320
32384,31821,129,2,22123,6
33944,33062,129,2,21451,6
33944,33062,129,2,21451,6
34453,33423,129,2,22123,6
34649,33597,129,2,22123,6
43137,41055,\N,18,18374,25
383839,342912,34138,5,11985,73
1463244,1274635,1380,2,33242,238
1518311,1320105,\N,18,10989,6
1693495,1467022,1810,2,36976,319
1748365,1514085,\N,18,14681,297
1766688,1529822,1810,2,36976,319
1825869,1580894,\N,18,10989,215
1907425,1651111,1380,2,33242,238
1907665,1651321,1380,2,33242,238
2165482,1869510,87,2,22885,318
2350767,2026862,\N,18,12739,4
2395809,2065172,\N,18,7741,25
2449484,2110388,164,2,41149,320
2449484,2110388,164,2,41149,320
2555184,2200281,\N,5,39766,222
2828586,2431772,1810,2,24696,319
3114896,2680032,\N,18,36700,36
3320704,2856950,\N,5,39766,217
3523642,3034914,\N,18,23349,28
3539273,3048081,1261,2,7026,6
4196635,3600118,\N,18,36698,36
30616,30533,1128,2,15965,26
50611,47272,49,2,7848,6
98266,89521,\N,18,1265,200
158471,142101,\N,18,955,168
161121,144535,\N,18,8200,40
311867,280017,\N,18,13732,6
311867,280017,\N,18,13732,6
548424,487869,1261,2,918,6
730264,646033,\N,18,9338,73
851637,750578,\N,18,19093,26
886370,780017,26940,3,23198,57
888523,783138,1862,2,24455,238
889098,783659,1751,2,27955,238
1092507,958816,\N,18,7273,322
1216572,1064589,643,3,918,6
1240976,1085529,\N,18,2003,40
1276085,1115791,1404,2,7725,2
1340318,1171490,87,2,22885,318
1394668,1217210,1261,2,918,6
1483178,1291121,87,2,22885,318
1501767,1305844,87,2,22885,318
1506885,1310320,1261,2,7115,6
1695654,1468817,1567,2,16320,6
1907694,1651348,643,3,10985,6
1995352,1725892,1261,2,10988,6
2035540,1759525,1567,2,16170,6
2057716,1778391,\N,18,36698,36
2145382,1852618,1261,2,7115,6
2185623,1886790,1064,2,47143,242
2205152,1903501,1261,2,918,6
2222210,1918210,1261,2,10987,6
2260663,1950721,1261,2,918,6
2260789,1950819,643,3,918,6
2327617,2007384,1261,2,10988,6
2445506,2106961,\N,18,20347,236
2458393,2117912,\N,18,1519,35
2658892,2288136,\N,18,35143,54
2714435,2334978,1674,2,18559,322
2716666,2336877,1261,2,7115,6
2760927,2374255,1766,2,52448,319
2824897,2428598,\N,18,55511,223
2932892,2521590,34386,5,996,86
3053729,2626103,\N,5,52469,202
3279925,2821721,\N,5,22298,288
3386096,2913889,111,2,18776,242
3468166,2986393,\N,18,1519,35
3504074,3017848,\N,18,8082,6
3511607,3024330,\N,5,7283,289
4015575,3447593,643,3,10987,6
24687,25312,161,2,16582,231
36880,35661,161,2,676,231
44221,41578,161,2,18230,231
44221,41578,161,2,18230,231
54470,50719,\N,18,18230,232
74646,68806,101,2,894,183
224599,201547,\N,5,15855,296
403230,359958,161,2,16582,231
404574,361112,161,2,16582,231
754390,666892,2751,2,38249,238
848743,748193,\N,5,15102,222
1052031,923702,101,2,894,183
1392233,1215129,\N,18,9301,322
1757029,1521492,\N,16,828,\N
1779084,1540563,\N,18,14681,297
2085566,1801889,129,2,42272,6
12565,14008,1033,2,17283,317
22013,22877,1323,2,818,319
27174,27500,1323,2,818,319
60675,56247,\N,18,25335,8
96310,87755,23,2,34275,319
164731,147653,111,2,17284,242
168570,151097,23,2,19574,319
262543,236189,1370,2,1132,319
325667,292640,1567,2,21425,6
448245,398566,2097,2,32370,238
476131,423610,11853,8,30278,277
638283,566861,2097,2,32370,238
875798,771951,\N,5,18924,289
1023839,899724,\N,18,25141,86
1245433,1089424,\N,5,30538,297
1290325,1128429,1326,2,4751,321
1962832,1698315,\N,5,2140,291
1991964,1723058,\N,18,48519,179
2190776,1891136,\N,18,36217,260
2323457,2003811,63,2,19409,317
2407068,2074474,1334,2,45487,317
2703475,2325899,23,2,34275,319
2839410,2440986,23,2,34275,319
2955977,2541653,1370,2,16322,319
3034313,2609492,2727,2,40900,238
3127561,2690937,2103,2,51919,322
3154707,2714101,1305,2,11717,319
3259837,2804494,\N,18,7798,27
3447896,2968485,23,2,19574,319
3458315,2977522,63,2,8380,317
3458315,2977522,63,2,8380,317
3464139,2982649,\N,5,11395,205
3471208,2989104,31999,5,7283,289
3490012,3005521,23,2,19574,319
3490944,3006296,2065,2,32762,238
3566022,3070430,23,2,34274,319
3606269,3104798,63,2,8380,317
3614248,3111574,23,2,19574,319
3822265,3284946,129,2,42272,6
3885021,3337430,\N,18,11058,319
3950159,3393339,\N,18,10999,26
4374928,3751218,1034,2,9335,320
4409043,3780585,2400,2,59672,246
8675,10166,29,2,817,317
9426,10895,29,2,817,317
12236,13690,29,2,817,317
13069,14495,1400,2,768,317
13069,14495,1400,2,768,317
13968,15357,29,2,817,317
32572,31960,129,2,22123,6
34648,33597,129,2,22123,6
34649,33597,129,2,22123,6
40060,38362,1400,2,768,317
40060,38362,1400,2,768,317
58613,54434,1400,2,768,317
70933,65525,1400,2,768,317
96310,87755,23,2,34275,319
146787,131806,1370,2,16322,319
178995,160504,1370,2,16322,319
609050,541125,129,2,25932,6
764755,675869,29,2,817,317
1416414,1235648,2065,2,25896,238
1736232,1503344,2065,2,32762,238
2508839,2160685,23,2,34275,319
3529151,3039528,29,2,817,317
3620965,3117386,\N,8,45062,36
3827672,3289521,2031,2,47068,238
3858195,3315373,\N,18,14682,6
119571,107978,1243,2,34147,322
125692,113173,1243,2,34266,322
128629,115627,\N,18,5551,319
132540,119110,\N,18,14153,34
196332,176177,1567,2,19602,6
206397,185433,1261,2,7115,6
303648,272654,\N,18,23626,233
303648,272654,\N,18,23626,233
304118,273087,\N,18,13732,6
602217,535238,1261,2,7115,6
758698,670701,1261,2,918,6
758733,670736,1261,2,918,6
792342,699567,158,2,32996,322
879833,775511,1261,2,918,6
956518,842194,\N,18,37334,322
959683,844973,\N,18,40606,27
1000368,879423,\N,18,37355,322
1065786,935634,\N,18,20551,138
1216557,1064574,643,3,918,6
1392729,1215559,\N,18,9301,322
1392729,1215559,\N,18,9301,322
1540597,1338613,33106,5,15576,25
1655121,1434620,16955,8,47825,326
2690489,2314941,\N,18,55242,104
3479356,2996225,\N,18,13732,6
32566,31959,129,2,22123,6
32571,31960,129,2,22123,6
32753,32122,129,2,21451,6
168403,150950,1678,2,16540,248
207837,186747,1261,2,918,6
362293,327210,129,2,15745,6
434111,386330,90,2,24634,47
457388,406694,\N,18,9743,54
782930,691465,1261,2,41347,6
1349250,1179235,1224,2,11059,319
1349326,1179303,1224,2,11059,319
1349326,1179303,1224,2,11059,319
1491485,1297492,1862,2,31183,238
1546232,1343204,\N,18,33597,21
1718943,1488606,1674,2,18559,322
1745292,1511363,\N,18,14681,6
1821021,1576725,\N,18,36700,36
1899953,1644814,\N,18,17103,24
2085566,1801889,129,2,42272,6
2222210,1918210,1261,2,10987,6
2959129,2544284,\N,18,4660,113
3138706,2700426,1674,2,12993,322
3462651,2981339,\N,5,15855,6
3769325,3241175,2348,2,28851,248
3990590,3426803,\N,18,56749,322
28708,28839,\N,12,17066,200
64904,60093,\N,12,10989,73
108136,98164,\N,12,10989,291
112813,102071,\N,12,10989,297
115405,104329,\N,12,21850,24
584736,520012,\N,5,12762,88
654701,581344,34138,5,11985,73
1058263,929151,1674,2,17018,322
1194067,1045150,\N,12,41670,302
1471287,1281410,\N,5,16052,73
2060653,1780795,\N,12,19542,200
2799731,2406767,\N,5,18933,147
3520178,3031868,\N,5,18933,147
4300684,3376787,\N,12,20274,73
5049,6263,1370,2,1132,319
92903,84811,1064,2,32550,238
156233,140065,\N,18,43,209
258552,232576,2676,2,34176,247
258552,232576,2676,2,34176,247
280779,252779,1567,2,16172,6
348464,312740,154,2,14002,319
404919,361423,2625,2,8633,247
596961,530613,1525,2,9954,247
649117,576247,2264,2,15285,247
770481,680687,1862,2,15848,238
836110,737344,2464,2,10645,247
914845,806039,3007,2,15177,248
1171842,1026154,2855,2,19125,247
1171842,1026154,2855,2,19125,247
1277475,1116964,1913,2,43176,252
1352946,1182551,2510,2,39098,242
1421266,1239567,\N,5,22716,99
1457046,1269508,2702,2,22299,247
1467533,1278184,3371,2,29284,247
1467905,1278506,3371,2,29284,247
1480838,1289214,\N,18,21974,27
1505949,1309476,1261,2,2623,6
1688644,1462904,1765,2,24965,259
1706179,1477664,3070,2,31401,247
1729095,1497229,3213,2,7791,248
1802866,1561040,2476,2,22980,247
1809258,1566605,\N,18,37039,247
1898649,1643650,154,2,14002,319
2009245,1737497,2788,2,31044,247
2115308,1827146,2233,2,15484,259
2360030,2034772,2689,2,49718,253
2511628,2163016,2926,2,15734,253
2806300,2412623,32001,5,9694,292
3071128,2641323,34089,5,53531,73
3100751,2667267,\N,5,13633,147
3165171,2723199,23,2,28650,319
3236916,2784699,154,2,14002,319
3555342,3061343,2926,2,15734,253
3784269,3253671,23,2,47631,319
3811195,3275891,\N,18,51565,54
4127202,3541247,2745,2,29277,247
4238737,3636432,154,2,14002,319
4256183,3651319,1261,2,10985,6
140966,126636,41265,17,11911,\N
152461,136680,\N,9,19311,130
161698,145063,41136,17,9391,\N
169800,152216,\N,7,9548,\N
217551,195375,41463,4,1527,\N
549677,488982,43502,17,15759,\N
593660,527732,1334,2,11411,\N
1140608,999874,10905,8,7677,\N
1207127,1056453,38811,17,15203,\N
1374970,1201438,35374,17,7894,\N
1410808,1230916,36256,17,36428,\N
1467110,1277836,37075,4,450,\N
1570663,1363785,2396,2,30374,247
1587247,1377737,41990,17,10261,\N
1587247,1377737,41990,17,10261,\N
1607552,1394304,1073,2,1186,\N
1684293,1459326,41197,17,30265,\N
1982827,1715326,40162,17,16815,\N
2033637,1757853,38250,17,15120,\N
2345270,2022087,36992,17,38076,\N
2362098,2036600,42651,17,19074,\N
2546686,2192979,37812,17,16866,\N
2930759,2519712,42918,17,16680,\N
1003301,881947,9204,3,21052,247
2145436,1852671,643,3,7115,6
2450986,2111615,9363,3,45656,257
2477121,2133801,8857,3,17673,247
2779279,2389823,5448,3,10821,248
2846054,2446830,27031,3,42171,317
3318922,2855436,9429,3,22020,252
3365298,2895715,\N,18,49635,322
3597917,3097760,8857,3,18869,247
3628046,3123406,9429,3,22022,252
3631405,3126254,27063,3,25733,319
4108958,3526095,9333,3,31033,247
4320947,3705427,\N,18,19751,74
24333,24966,87,2,22885,318
24333,24966,87,2,22885,318
63440,58787,87,2,22885,318
693944,614750,1786,2,30651,322
944130,831536,\N,5,14056,109
1142913,1001819,87,2,22885,318
1259873,1101698,\N,5,12221,217
1483178,1291121,87,2,22885,318
1649523,1430032,\N,5,378,289
1941648,1680366,\N,5,17189,73
3431257,2953818,\N,18,14681,6
3431518,2954060,\N,18,14681,6
3973863,3413311,\N,18,14682,6
7978,9458,1334,2,16632,317
30677,30594,1044,2,16523,321
32666,32042,107,2,2850,317
40577,38785,\N,12,12421,54
49574,46356,49,2,18090,6
49574,46356,49,2,18090,6
49574,46356,49,2,18090,6
49574,46356,49,2,18090,6
54150,50437,\N,12,10989,202
82850,75953,\N,18,28480,154
99699,90789,\N,18,24748,25
109156,98916,\N,5,7809,220
126053,113498,\N,5,7809,220
131887,118534,\N,18,21235,207
194024,174123,29,2,817,317
210830,189445,129,2,23742,6
211958,190505,\N,18,10973,334
215099,193364,40071,17,11948,\N
325667,292640,1567,2,21425,6
353898,317630,111,2,17284,242
504016,448623,3085,13,18647,248
601759,534828,2870,2,9692,259
637707,566344,3118,13,36385,247
647980,575249,154,2,14002,319
678782,601775,2211,13,34471,247
728119,644116,2233,2,15488,259
874752,771009,2058,2,37971,259
896222,790086,3290,13,36392,256
909432,801431,2434,2,26042,247
1214400,1062629,\N,18,2348,25
1250165,1093624,\N,5,38665,291
1282013,1121040,154,2,14002,319
1352637,1182154,1033,2,957,317
1352649,1182159,1033,2,957,317
1414863,1234360,2379,13,25220,247
1416202,1235484,2379,13,25220,247
1485106,1292652,\N,18,35143,54
1645528,1426719,1989,2,24800,247
1733809,1501229,3132,13,28315,247
1740446,1507059,3139,2,9344,247
1779084,1540563,\N,18,14681,297
1779084,1540563,\N,18,14681,297
1779084,1540563,\N,18,14681,297
1816851,1573163,129,2,48147,215
1902901,1647265,1033,2,957,317
1925423,1666394,1281,2,22363,6
1971798,1705945,\N,18,13563,168
2032625,1757002,154,2,14002,319
2154676,1860485,3252,13,43477,248
2157176,1862576,1894,2,24896,322
2159903,1864896,\N,12,8200,40
2197152,1896600,1356,2,16432,261
2220119,1916377,\N,18,35143,54
2339882,2017682,\N,5,15650,232
2339882,2017682,\N,5,15650,232
2350818,2026907,2654,2,14157,247
2358053,2033056,1774,2,9476,\N
2456889,2116622,3257,13,42444,247
2458465,2117985,3257,13,42444,247
2499034,2152241,2092,13,9276,252
2732385,2349855,3305,13,35016,252
2796207,2403804,1210,2,39346,242
2834072,2436491,3896,13,39701,247
2909578,2500932,42929,17,9391,\N
2979314,2562114,\N,5,15650,232
3453439,2973311,\N,18,14682,329
3460830,2979746,\N,5,19658,109
3461617,2902721,\N,18,18227,6
27524,27813,1377,2,10334,5
32571,31960,129,2,22123,6
32571,31960,129,2,22123,6
69463,64219,1377,2,10334,5
69662,64402,1377,2,10334,5
95238,86828,1377,2,10334,5
350974,314988,\N,5,22581,148
559198,497515,\N,5,18170,297
2014877,1742166,1377,2,38132,5
2355723,2031091,\N,5,6974,298
2355723,2031091,\N,5,6974,298
3106619,2672747,\N,5,13872,147
26635,27056,\N,18,9934,54
48152,45098,26858,3,20794,60
102353,93075,\N,18,35102,25
119985,108234,27063,3,17243,319
119997,108244,27063,3,17243,319
123857,111590,26858,3,29841,60
136162,122352,5912,3,22808,322
175635,157503,\N,18,27758,25
309293,277630,\N,18,33225,322
340183,305434,\N,18,30468,322
342087,307092,\N,18,30907,322
349960,314081,27031,3,1835,317
407899,364064,\N,18,37660,322
412290,368045,\N,18,21294,26
608898,540993,27813,3,24970,29
647606,574929,27031,3,1835,318
693599,614454,\N,18,30355,322
696917,617326,27031,3,1835,317
712591,630691,27031,3,1835,317
731469,647045,8751,3,34991,247
758453,670469,27063,3,25732,319
792533,699739,27813,3,29375,29
880976,776509,26858,3,2367,60
915611,806693,\N,18,37647,319
1047275,919670,27031,3,32735,317
1103641,968373,26858,3,23,60
1122933,984668,\N,18,2348,25
1123090,975663,\N,18,35179,60
1147275,1005528,27031,3,32735,317
1148422,1006483,27031,3,32735,317
1173547,1027595,27063,3,25732,319
1216572,1064589,643,3,918,6
1247170,1090934,\N,18,37647,322
1248505,1092140,\N,18,39804,322
1262138,1103618,\N,18,27782,25
1325846,1159140,\N,18,39111,319
1442062,1256916,9126,3,46239,247
1442821,1257607,\N,18,2348,25
1447022,1253258,\N,18,39794,322
1448861,1262656,\N,18,47816,322
1483106,1291056,27031,3,32735,317
1491720,1297692,27031,3,32735,317
1500940,1305102,\N,18,39804,322
1506882,1310319,643,3,7115,6
1541009,1338957,\N,18,23710,23
1724420,1493288,\N,18,44082,238
1799733,1558339,\N,18,9058,6
1807219,1564817,\N,18,14681,289
1836990,1590590,\N,12,10989,203
1852426,1603761,\N,18,34503,47
1854388,1605450,27031,3,32735,317
1867961,1617217,\N,18,27801,25
1901635,1646207,\N,18,39179,322
1913251,1656046,9108,3,8366,319
1978539,1711674,\N,18,51415,322
2272258,1960601,8956,3,44982,247
2344719,2021627,\N,18,38760,322
2377155,2049461,27031,3,42171,317
2607780,2244765,27031,3,42171,317
2646717,2278017,\N,18,13878,25
2655053,2284906,27679,3,44466,60
2759619,2373204,\N,18,27808,25
2862783,2461336,\N,18,23710,25
3233614,2782072,\N,18,55910,247
3255185,2800344,\N,18,14681,297
3314957,2852136,8791,3,48723,319
3344431,2877415,643,3,2623,6
3524668,3035815,\N,18,55910,247
3572131,3075684,27031,3,32735,317
3584085,3085760,\N,18,29911,73
3707198,3189876,\N,18,19153,25
3747108,3223030,\N,18,60464,247
4232170,3630725,\N,18,61984,73
1846,2532,\N,18,953,200
1853,2539,\N,18,953,271
96168,87621,26940,3,23198,57
158954,142486,26858,3,37857,60
170425,152808,26858,3,37857,60
187530,168256,26858,3,37857,60
712390,630521,\N,5,32065,288
866194,763505,\N,5,32065,288
1057678,928664,26858,3,38021,60
1062468,932721,26926,3,28094,60
1482522,1290550,8724,3,48257,253
1503096,1307003,35106,4,2879,\N
1647467,1428390,8724,3,41523,253
2153330,1859334,26858,3,27337,60
2448632,2109642,\N,18,49710,47
2555167,2200264,\N,5,19862,82
2638923,2271310,\N,18,14681,293
2671094,2298549,5031,3,18575,29
2802821,2409477,\N,18,14681,232
3256031,2801081,\N,18,14682,297
3280346,2822074,\N,18,14682,6
3280348,2822075,\N,18,14682,6
3348850,2881467,\N,18,14682,216
3419926,2943864,\N,18,14682,297
3431611,2954151,\N,18,14681,6
3508797,3021929,\N,18,14681,6
3539033,3047895,\N,18,14682,88
3744914,3221209,\N,18,14682,298
4003854,3437925,6514,3,47616,247
4033864,3462844,\N,18,14682,293
4260777,3655205,30383,3,12971,29
4261722,3656015,30383,3,12971,29
4263734,3657711,30383,3,16646,29
4305215,3692305,\N,18,45990,58
4342124,3723428,9140,3,56900,\N
9538,11014,27218,3,8733,6
35391,34286,129,2,22123,6
35391,34286,129,2,22123,6
51314,47894,11094,8,14618,74
54074,50222,2065,2,28585,238
189191,169756,27813,3,19898,26
243790,219088,\N,18,20428,85
251320,225948,12808,8,27451,277
387696,346281,\N,18,34872,36
617253,548090,\N,18,40630,25
620468,550963,\N,18,33593,21
684087,606319,1062,2,36090,238
697658,617943,\N,18,14058,36
771243,681329,1261,2,2623,6
900348,793598,12072,8,31095,215
937353,825521,\N,18,38764,322
944174,831584,\N,18,36984,73
981232,863082,\N,18,33593,21
1079267,947292,\N,18,33577,21
1235175,1080505,8886,3,34326,247
1470713,1280907,9033,3,36208,322
1543896,1341291,2625,2,6433,248
1662163,1440681,8886,3,34326,247
1922226,1663694,\N,18,33593,21
1943320,1681787,11866,8,30310,277
1973514,1707401,10909,8,10766,73
1995554,1726060,11866,8,30310,277
2100351,1814320,\N,5,15855,329
2226489,1750269,\N,18,40747,296
2275621,1955930,11577,8,27042,277
2473849,2131143,2031,2,20264,238
2532882,2181275,14726,8,4353,217
2542950,2189839,\N,18,40087,47
2671928,2299276,\N,8,834,326
2700357,2323121,1380,2,33251,238
2756517,2370666,11854,8,14447,221
2756518,2370666,11854,8,14447,221
2770807,2382612,\N,8,53346,6
2808408,2414462,1380,2,26404,238
2858864,2457868,\N,18,9058,6
3073162,2643065,20946,8,56801,205
3092178,2659679,\N,18,860,27
3200390,2753577,23,2,26775,319
3216140,2766794,3335,2,14157,248
3233506,2781991,2031,2,25378,238
3394069,2920859,1674,2,17018,322
3719445,3199897,1380,2,46277,238
3721101,3201254,23,2,26775,319
4291599,3680890,5053,3,28220,250
4302543,3690123,\N,18,60131,247
4355606,3734941,\N,18,21787,74
126044,113488,\N,5,7809,220
243699,219005,\N,18,14681,297
346193,310656,111,2,16176,242
462316,410902,1044,2,16523,321
677406,600538,\N,18,14681,291
927366,816766,\N,18,2348,25
939638,827548,75,2,30341,321
1373697,1200338,\N,18,1385,6
1755150,1519911,11831,8,29063,216
2118220,1829605,1323,2,818,319
2492668,2146937,111,2,19617,242
2638928,2271316,\N,18,14681,293
2691277,2315578,\N,18,32876,133
3258685,2803488,\N,5,53037,291
3416976,2941191,\N,18,14682,297
76500,70467,\N,18,25576,54
104652,95108,136,2,23813,6
1584320,1375315,1567,2,16320,6
1799087,1557793,41117,4,39501,\N
2027357,1746643,2400,2,40575,246
2323195,2003617,63,2,19409,317
2397208,2066338,2344,2,53509,167
3024130,2600828,1873,2,41209,322
3643213,3136246,61,2,57474,238
3987355,3424133,63,2,19409,317
4396863,3770020,\N,18,21471,207
7145,8556,26940,3,6246,57
165909,148711,\N,18,26470,25
221209,198520,\N,7,8278,\N
557419,495905,26940,3,17209,57
557419,495905,26940,3,17209,57
874278,770592,\N,18,40803,36
1290528,1128600,992,3,4751,321
1487906,1294864,9170,3,38063,253
1616309,1401682,9170,3,42368,253
2772324,2383900,8724,3,46897,253
7738,9193,40025,17,11398,\N
16079,17452,1949,2,17095,\N
31070,30773,39422,17,13299,\N
31541,31112,\N,7,22282,\N
32384,31821,129,2,22123,6
32384,31821,129,2,22123,6
34649,33597,129,2,22123,6
35391,34286,129,2,22123,6
35568,34446,129,2,22123,6
39714,38066,129,2,18562,6
39714,38066,129,2,18562,6
39817,38162,1400,2,768,317
42237,40265,1380,2,12313,238
45067,42279,129,2,22125,6
59033,54797,2022,2,11915,\N
69660,64400,2021,2,9915,\N
129399,116332,37353,17,16680,\N
187366,168091,\N,7,8469,\N
196579,176406,41197,17,30659,\N
268136,241028,1440,2,31029,254
294385,264470,2021,2,9772,\N
328328,295055,43397,17,14908,\N
356660,319927,2487,13,28711,247
368884,333022,2446,13,21052,247
468343,416275,2511,2,9266,247
868406,765429,2021,2,10718,\N
1028817,903987,38087,17,12751,\N
1401178,1222679,1036,2,8520,319
1528002,1328148,2021,2,10718,\N
1967005,1701930,41265,17,23665,\N
2208553,1906445,2092,13,9276,252
2383702,2055026,2048,2,10240,\N
3057972,2629930,3868,13,53705,247
3742121,3218901,2487,13,28711,247
3801225,3267395,2446,13,21052,247
3966258,3406822,2559,2,30541,247
3983183,3420726,2559,2,30541,247
4311168,3697277,3695,13,21054,247
4422020,3791772,2559,2,30541,247
11645,13067,26976,3,894,183
17100,18413,\N,18,8200,164
40675,38883,1334,2,19065,317
69204,63976,26858,3,24952,60
116321,105127,1261,2,918,6
196321,176166,\N,5,18784,205
350647,314682,1674,2,17883,322
599128,532510,1261,2,918,6
616854,547772,26976,3,894,183
760022,671824,153,2,36756,161
819010,722478,153,2,9411,161
1042921,916036,26858,3,17926,60
1355422,1184550,14307,8,32598,328
1359323,1187791,1261,2,10988,6
1386779,1210575,26976,3,894,183
1408561,1228948,\N,5,22716,329
1445161,1259524,26858,3,6776,60
1445877,1260100,\N,5,22160,6
1447676,1261629,26976,3,894,183
1524128,1324970,26858,3,6776,60
1526605,1327010,26976,3,894,183
1530957,1330630,26976,3,894,183
1559737,1354707,\N,18,24894,319
1800872,1559283,\N,18,14681,6
1825390,1580526,26976,3,894,183
1870144,1619096,1027,2,25455,319
2017914,1744610,26858,3,7170,60
2027357,1746643,2400,2,40575,246
2027357,1746643,2400,2,40575,246
2027357,1746643,2400,2,40575,246
2027357,1746643,2400,2,40575,246
2256163,1946964,1261,2,10988,6
2293978,1978969,\N,18,14681,6
2293978,1978969,\N,18,14681,6
2326154,2006129,2400,2,40575,246
2544047,2190781,26858,3,50888,60
2573967,2216417,\N,18,36086,24
2716666,2336877,1261,2,7115,6
2716666,2336877,1261,2,7115,6
2782008,2392069,26858,3,10297,60
3053601,2626005,\N,18,9058,6
3461226,2899995,\N,18,18227,6
3860954,3317595,\N,18,14681,6
4127507,3541502,1567,2,16320,6
64667,59874,1377,2,10334,5
178550,160120,161,2,7217,231
421546,375794,161,2,18230,232
549716,489013,161,2,18230,231
583682,510472,\N,18,29441,296
927601,816975,26858,3,878,58
1075863,944296,\N,5,16061,333
1940159,1678901,\N,5,17189,73
2506011,2158221,\N,5,11896,297
2729739,2347708,145,2,30493,60
2789444,2398132,\N,5,22137,73
52153,48658,\N,18,14681,333
65011,60198,95,2,15685,6
65035,60219,95,2,15685,6
75988,70040,\N,18,9062,322
86876,79533,154,2,14002,319
98612,89833,95,2,15685,6
119545,107968,\N,18,14681,297
225919,202739,\N,18,22763,25
230844,207295,41655,17,30124,\N
243891,219179,129,2,22126,6
408302,364398,154,2,8877,319
739432,654089,\N,18,14681,333
764697,675825,1261,2,41347,6
764700,675828,1261,2,41347,6
782930,691465,1261,2,41347,6
782930,691465,1261,2,41347,6
782930,691465,1261,2,41347,6
1779101,1540580,\N,18,14681,6
1904651,1648794,1261,2,41347,6
2269823,1958526,1261,2,42372,6
2536957,2184760,1567,2,26874,6
2831519,2434312,1033,2,958,317
3065515,2636509,1033,2,958,317
3206242,2758439,1033,2,957,317
3206242,2758439,1033,2,957,317
3737906,3215240,1249,2,22463,317
45758,42868,11221,8,15403,73
114919,103908,\N,18,25144,54
117556,106250,\N,18,19097,233
161067,144493,\N,18,28323,54
236329,212472,1674,2,18558,322
364920,329582,1492,2,20528,322
554339,493204,\N,18,28323,40
829751,731942,2535,2,35921,253
1027890,903170,1786,2,36384,322
1043129,916216,2168,2,23071,250
1118103,980644,2160,2,36470,259
1374233,1200786,1786,2,36209,322
1626747,1410372,1894,2,24896,322
1685168,1460038,2042,2,21827,259
2764478,2377191,\N,5,18784,202
3508286,3021518,\N,18,55922,89
40788,39002,1250,2,13801,321
47478,44509,5448,3,10821,247
50150,46877,1794,2,13084,248
250703,225436,8903,3,31389,247
265088,238257,8929,3,10879,247
804906,710399,9170,3,38063,253
1698535,1471188,1380,2,8313,238
1982066,1714679,\N,18,22817,40
2027357,1746643,2400,2,40575,246
2135356,1844134,26858,3,8891,60
2192653,1892708,29664,3,35550,242
2635001,2267949,8800,3,22364,247
3049058,2622002,643,3,918,6
3049058,2622002,643,3,918,6
3693126,3031521,\N,18,19497,247
3767333,3239482,\N,18,36623,247
3809649,3274576,4889,3,28897,247
3861455,3318021,643,3,10925,6
4268450,3661625,8857,3,18869,247
56867,52857,26976,3,894,183
91709,83806,\N,18,17627,54
187552,168276,26858,3,37857,60
187552,168276,26858,3,37857,60
187552,168276,26858,3,37857,60
229510,206049,\N,18,14681,297
245057,220353,\N,18,9058,6
415792,371094,\N,18,14681,88
622210,552508,26858,3,27337,60
1131544,992069,\N,18,36698,36
1131548,992069,\N,18,36698,36
1133905,994151,\N,18,39732,36
1138221,997853,\N,18,14681,6
1138221,997853,\N,18,14681,6
1141491,1000638,30888,3,16713,81
1181462,1034221,\N,18,36698,36
1304268,1140174,\N,18,7079,233
1386779,1210575,26976,3,894,183
1386779,1210575,26976,3,894,183
1446506,1260630,26976,3,894,182
1461636,1273248,26976,3,894,183
1807090,1564694,\N,18,14681,6
1807219,1564817,\N,18,14681,289
1807219,1564817,\N,18,14681,289
1807219,1564817,\N,18,14681,289
1807219,1564817,\N,18,14681,289
1807219,1564817,\N,18,14681,289
1807219,1564817,\N,18,14681,289
1807219,1564817,\N,18,14681,289
1807219,1564817,\N,18,14681,289
1966590,1701583,26976,3,894,183
1966590,1701583,26976,3,894,183
2218703,1915165,27190,3,22449,161
2330695,2009950,26976,3,894,183
2636376,2269114,\N,18,14681,6
2910641,2501900,\N,18,14682,88
3099880,2666492,\N,5,13872,108
3166447,2724341,27006,3,25203,161
3511682,3024395,24,3,1228,5
3528193,3038702,\N,18,9058,6
3591083,3091793,\N,18,9058,6
3676817,3164266,\N,18,9058,6
3845974,3305108,\N,18,14681,203
3851410,3309640,\N,18,14682,207
3858908,3315897,\N,18,9058,6
3860952,3317592,\N,18,14681,6
4065177,3489200,\N,18,14681,6
4299343,3687512,\N,18,14681,207
45900,42979,1261,2,6783,6
807416,712566,1164,2,23603,154
1659578,1438242,\N,18,8082,73
1779097,1540576,\N,18,14681,297
1779097,1540576,\N,18,14681,297
2054570,1775653,\N,18,12071,73
2260134,1950271,1033,2,957,317
